,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(19, 5)",0,5,1,0,0,0,NUEVO LEÓN,ANÁHUAC,19,5,V,V,19,NUEVO LEÓN,5,ANÁHUAC,0,0,0,0,1,5,27.34286162,-100.0255227
"(19, 6)",19,319,157,0,0,19,NUEVO LEÓN,APODACA,19,6,V,V,19,NUEVO LEÓN,6,APODACA,19,0,0,19,157,319,25.79229787,-100.1873362
"(19, 7)",0,2,0,0,0,0,NUEVO LEÓN,ARAMBERRI,19,7,V,V,19,NUEVO LEÓN,7,ARAMBERRI,0,0,0,0,0,2,24.22533124,-99.88647419
"(19, 8)",0,1,0,0,0,0,NUEVO LEÓN,BUSTAMANTE,19,8,V,V,19,NUEVO LEÓN,8,BUSTAMANTE,0,0,0,0,0,1,26.571771,-100.5617962
"(19, 9)",1,25,9,0,0,1,NUEVO LEÓN,CADEREYTA JIMÉNEZ,19,9,V,V,19,NUEVO LEÓN,9,CADEREYTA JIMÉNEZ,1,0,0,1,9,25,25.52468121,-99.91418096
"(19, 10)",4,14,10,0,0,4,NUEVO LEÓN,EL CARMEN,19,10,V,V,19,NUEVO LEÓN,10,EL CARMEN,4,0,0,4,10,14,25.90076034,-100.3568315
"(19, 11)",0,2,3,0,0,0,NUEVO LEÓN,CERRALVO,19,11,V,V,19,NUEVO LEÓN,11,CERRALVO,0,0,0,0,3,2,26.072411,-99.70538289
"(19, 12)",0,6,13,0,0,0,NUEVO LEÓN,CIÉNEGA DE FLORES,19,12,V,V,19,NUEVO LEÓN,12,CIÉNEGA DE FLORES,0,0,0,0,13,6,25.9774722,-100.185433
"(19, 13)",0,5,2,0,0,0,NUEVO LEÓN,CHINA,19,13,V,V,19,NUEVO LEÓN,13,CHINA,0,0,0,0,2,5,25.48051656,-98.97255031
"(19, 14)",0,2,0,0,0,0,NUEVO LEÓN,DOCTOR ARROYO,19,14,V,V,19,NUEVO LEÓN,14,DOCTOR ARROYO,0,0,0,0,0,2,23.86106952,-100.3063619
"(19, 15)",0,0,1,0,0,0,NUEVO LEÓN,DOCTOR COSS,19,15,V,V,19,NUEVO LEÓN,15,DOCTOR COSS,0,0,0,0,1,0,25.96413689,-99.03087358
"(19, 16)",0,1,0,0,0,0,NUEVO LEÓN,DOCTOR GONZÁLEZ,19,16,V,V,19,NUEVO LEÓN,16,DOCTOR GONZÁLEZ,0,0,0,0,0,1,25.84930672,-99.80498367
"(19, 17)",0,4,1,0,0,0,NUEVO LEÓN,GALEANA,19,17,V,V,19,NUEVO LEÓN,17,GALEANA,0,0,0,0,1,4,24.76117716,-100.3924427
"(19, 18)",6,89,59,0,0,6,NUEVO LEÓN,GARCÍA,19,18,V,V,19,NUEVO LEÓN,18,GARCÍA,6,0,0,6,59,89,25.80908448,-100.6597602
"(19, 19)",43,164,42,1,0,42,NUEVO LEÓN,SAN PEDRO GARZA GARCÍA,19,19,V,V,19,NUEVO LEÓN,19,SAN PEDRO GARZA GARCÍA,43,1,0,42,42,164,25.64460509,-100.3747609
"(19, 20)",0,1,1,0,0,0,NUEVO LEÓN,GENERAL BRAVO,19,20,V,V,19,NUEVO LEÓN,20,GENERAL BRAVO,0,0,0,0,1,1,25.80344452,-98.84836008
"(19, 21)",11,124,80,1,0,10,NUEVO LEÓN,GENERAL ESCOBEDO,19,21,V,V,19,NUEVO LEÓN,21,GENERAL ESCOBEDO,11,1,0,10,80,124,25.82197962,-100.3555757
"(19, 22)",0,2,10,0,0,0,NUEVO LEÓN,GENERAL TERÁN,19,22,V,V,19,NUEVO LEÓN,22,GENERAL TERÁN,0,0,0,0,10,2,25.27600002,-99.41307254
"(19, 24)",0,1,0,0,0,0,NUEVO LEÓN,GENERAL ZARAGOZA,19,24,V,V,19,NUEVO LEÓN,24,GENERAL ZARAGOZA,0,0,0,0,0,1,23.90108373,-99.74016868
"(19, 25)",0,12,8,0,0,0,NUEVO LEÓN,GENERAL ZUAZUA,19,25,V,V,19,NUEVO LEÓN,25,GENERAL ZUAZUA,0,0,0,0,8,12,25.91141269,-100.134812
"(19, 26)",27,438,243,0,0,27,NUEVO LEÓN,GUADALUPE,19,26,V,V,19,NUEVO LEÓN,26,GUADALUPE,27,0,0,27,243,438,25.67265899,-100.2057755
"(19, 27)",0,2,0,0,0,0,NUEVO LEÓN,LOS HERRERAS,19,27,V,V,19,NUEVO LEÓN,27,LOS HERRERAS,0,0,0,0,0,2,25.91612974,-99.41424412
"(19, 29)",0,1,0,0,0,0,NUEVO LEÓN,HUALAHUISES,19,29,V,V,19,NUEVO LEÓN,29,HUALAHUISES,0,0,0,0,0,1,24.88379955,-99.67809585
"(19, 31)",6,145,91,0,0,6,NUEVO LEÓN,JUÁREZ,19,31,V,V,19,NUEVO LEÓN,31,JUÁREZ,6,0,0,6,91,145,25.61411949,-100.1214694
"(19, 32)",0,1,0,0,0,0,NUEVO LEÓN,LAMPAZOS DE NARANJO,19,32,V,V,19,NUEVO LEÓN,32,LAMPAZOS DE NARANJO,0,0,0,0,0,1,27.05124801,-100.4183058
"(19, 33)",2,14,17,0,0,2,NUEVO LEÓN,LINARES,19,33,V,V,19,NUEVO LEÓN,33,LINARES,2,0,0,2,17,14,24.8519597,-99.52912373
"(19, 34)",0,1,1,0,0,0,NUEVO LEÓN,MARÍN,19,34,V,V,19,NUEVO LEÓN,34,MARÍN,0,0,0,0,1,1,25.87458178,-99.96459729
"(19, 35)",0,3,1,0,0,0,NUEVO LEÓN,MELCHOR OCAMPO,19,35,V,V,19,NUEVO LEÓN,35,MELCHOR OCAMPO,0,0,0,0,1,3,26.04892577,-99.49348422
"(19, 36)",0,1,0,0,0,0,NUEVO LEÓN,MIER Y NORIEGA,19,36,V,V,19,NUEVO LEÓN,36,MIER Y NORIEGA,0,0,0,0,0,1,23.41799071,-100.1603929
"(19, 37)",0,1,2,0,0,0,NUEVO LEÓN,MINA,19,37,V,V,19,NUEVO LEÓN,37,MINA,0,0,0,0,2,1,26.28603886,-100.7863486
"(19, 38)",0,32,10,0,0,0,NUEVO LEÓN,MONTEMORELOS,19,38,V,V,19,NUEVO LEÓN,38,MONTEMORELOS,0,0,0,0,10,32,25.12643416,-99.80843827
"(19, 39)",67,931,555,2,0,65,NUEVO LEÓN,MONTERREY,19,39,V,V,19,NUEVO LEÓN,39,MONTERREY,67,2,0,65,555,931,25.64487555,-100.3110352
"(19, 41)",1,45,11,0,0,1,NUEVO LEÓN,PESQUERÍA,19,41,V,V,19,NUEVO LEÓN,41,PESQUERÍA,1,0,0,1,11,45,25.73678609,-99.97715345
"(19, 42)",0,1,1,0,0,0,NUEVO LEÓN,LOS RAMONES,19,42,V,V,19,NUEVO LEÓN,42,LOS RAMONES,0,0,0,0,1,1,25.65349354,-99.58765819
"(19, 43)",0,0,1,0,0,0,NUEVO LEÓN,RAYONES,19,43,V,V,19,NUEVO LEÓN,43,RAYONES,0,0,0,0,1,0,25.06593293,-100.127788
"(19, 44)",1,9,12,0,0,1,NUEVO LEÓN,SABINAS HIDALGO,19,44,V,V,19,NUEVO LEÓN,44,SABINAS HIDALGO,1,0,0,1,12,9,26.57547358,-100.149383
"(19, 45)",3,16,5,0,0,3,NUEVO LEÓN,SALINAS VICTORIA,19,45,V,V,19,NUEVO LEÓN,45,SALINAS VICTORIA,3,0,0,3,5,16,26.16121665,-100.2703807
"(19, 46)",15,193,129,1,0,14,NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,19,46,V,V,19,NUEVO LEÓN,46,SAN NICOLÁS DE LOS GARZA,15,1,0,14,129,193,25.73605974,-100.270693
"(19, 47)",0,1,2,0,0,0,NUEVO LEÓN,HIDALGO,19,47,V,V,19,NUEVO LEÓN,47,HIDALGO,0,0,0,0,2,1,25.99944224,-100.4531924
"(19, 48)",5,95,55,0,0,5,NUEVO LEÓN,SANTA CATARINA,19,48,V,V,19,NUEVO LEÓN,48,SANTA CATARINA,5,0,0,5,55,95,25.57468764,-100.4839012
"(19, 49)",0,22,15,0,0,0,NUEVO LEÓN,SANTIAGO,19,49,V,V,19,NUEVO LEÓN,49,SANTIAGO,0,0,0,0,15,22,25.38494171,-100.2373254
"(19, 50)",0,1,0,0,0,0,NUEVO LEÓN,VALLECILLO,19,50,V,V,19,NUEVO LEÓN,50,VALLECILLO,0,0,0,0,0,1,26.64837553,-99.88477251
"(19, 51)",0,2,0,0,0,0,NUEVO LEÓN,VILLALDAMA,19,51,V,V,19,NUEVO LEÓN,51,VILLALDAMA,0,0,0,0,0,2,26.46983505,-100.3480943
"(20, 2)",0,3,0,0,0,0,OAXACA,ACATLÁN DE PÉREZ FIGUEROA,20,2,V,V,20,OAXACA,2,ACATLÁN DE PÉREZ FIGUEROA,0,0,0,0,0,3,18.45219395,-96.5395697
"(20, 6)",3,5,0,0,0,3,OAXACA,ASUNCIÓN NOCHIXTLÁN,20,6,V,V,20,OAXACA,6,ASUNCIÓN NOCHIXTLÁN,3,0,0,3,0,5,17.44808945,-97.16778047
"(20, 7)",0,1,0,0,0,0,OAXACA,ASUNCIÓN OCOTLÁN,20,7,V,V,20,OAXACA,7,ASUNCIÓN OCOTLÁN,0,0,0,0,0,1,16.76289033,-96.72575723
"(20, 10)",0,2,0,0,0,0,OAXACA,EL BARRIO DE LA SOLEDAD,20,10,V,V,20,OAXACA,10,EL BARRIO DE LA SOLEDAD,0,0,0,0,0,2,16.78829439,-95.04302452
"(20, 11)",0,0,1,0,0,0,OAXACA,CALIHUALÁ,20,11,V,V,20,OAXACA,11,CALIHUALÁ,0,0,0,0,1,0,17.54573931,-98.25385603
"(20, 13)",1,0,0,0,0,1,OAXACA,CIÉNEGA DE ZIMATLÁN,20,13,V,V,20,OAXACA,13,CIÉNEGA DE ZIMATLÁN,1,0,0,1,0,0,16.89378474,-96.76637072
"(20, 14)",0,1,0,0,0,0,OAXACA,CIUDAD IXTEPEC,20,14,V,V,20,OAXACA,14,CIUDAD IXTEPEC,0,0,0,0,0,1,16.62340963,-95.0893341
"(20, 21)",0,3,0,0,0,0,OAXACA,COSOLAPA,20,21,V,V,20,OAXACA,21,COSOLAPA,0,0,0,0,0,3,18.5798859,-96.66187649
"(20, 23)",0,8,0,0,0,0,OAXACA,CUILÁPAM DE GUERRERO,20,23,V,V,20,OAXACA,23,CUILÁPAM DE GUERRERO,0,0,0,0,0,8,17.00696503,-96.80142887
"(20, 24)",0,1,0,0,0,0,OAXACA,CUYAMECALCO VILLA DE ZARAGOZA,20,24,V,V,20,OAXACA,24,CUYAMECALCO VILLA DE ZARAGOZA,0,0,0,0,0,1,17.96613393,-96.85730872
"(20, 26)",1,3,0,0,0,1,OAXACA,CHALCATONGO DE HIDALGO,20,26,V,V,20,OAXACA,26,CHALCATONGO DE HIDALGO,1,0,0,1,0,3,16.98684134,-97.56232924
"(20, 29)",0,1,0,0,0,0,OAXACA,ELOXOCHITLÁN DE FLORES MAGÓN,20,29,V,V,20,OAXACA,29,ELOXOCHITLÁN DE FLORES MAGÓN,0,0,0,0,0,1,18.19465034,-96.86927309
"(20, 31)",0,1,0,0,0,0,OAXACA,TAMAZULÁPAM DEL ESPÍRITU SANTO,20,31,V,V,20,OAXACA,31,TAMAZULÁPAM DEL ESPÍRITU SANTO,0,0,0,0,0,1,17.03727185,-96.02215909
"(20, 33)",1,0,0,0,0,1,OAXACA,GUADALUPE ETLA,20,33,V,V,20,OAXACA,33,GUADALUPE ETLA,1,0,0,1,0,0,17.17716511,-96.80207891
"(20, 37)",1,0,0,0,0,1,OAXACA,MESONES HIDALGO,20,37,V,V,20,OAXACA,37,MESONES HIDALGO,1,0,0,1,0,0,16.9223381,-98.00992645
"(20, 39)",2,21,3,1,0,1,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,20,39,V,V,20,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,2,1,0,1,3,21,17.85519585,-97.79984766
"(20, 43)",3,8,1,1,0,2,OAXACA,JUCHITÁN DE ZARAGOZA,20,43,V,V,20,OAXACA,43,JUCHITÁN DE ZARAGOZA,3,1,0,2,1,8,16.38169337,-94.93107903
"(20, 44)",1,2,0,0,0,1,OAXACA,LOMA BONITA,20,44,V,V,20,OAXACA,44,LOMA BONITA,1,0,0,1,0,2,18.00089902,-95.89105009
"(20, 45)",6,5,0,0,0,6,OAXACA,MAGDALENA APASCO,20,45,V,V,20,OAXACA,45,MAGDALENA APASCO,6,0,0,6,0,5,17.24715536,-96.81523569
"(20, 57)",0,2,0,0,0,0,OAXACA,MATÍAS ROMERO AVENDAÑO,20,57,V,V,20,OAXACA,57,MATÍAS ROMERO AVENDAÑO,0,0,0,0,0,2,17.15577058,-94.99102753
"(20, 59)",1,0,1,0,0,1,OAXACA,MIAHUATLÁN DE PORFIRIO DÍAZ,20,59,V,V,20,OAXACA,59,MIAHUATLÁN DE PORFIRIO DÍAZ,1,0,0,1,1,0,16.34842338,-96.6460679
"(20, 67)",13,116,2,1,0,12,OAXACA,OAXACA DE JUÁREZ,20,67,V,V,20,OAXACA,67,OAXACA DE JUÁREZ,13,1,0,12,2,116,17.10211382,-96.72411867
"(20, 68)",0,2,2,0,0,0,OAXACA,OCOTLÁN DE MORELOS,20,68,V,V,20,OAXACA,68,OCOTLÁN DE MORELOS,0,0,0,0,2,2,16.76180587,-96.7033922
"(20, 70)",0,1,1,0,0,0,OAXACA,PINOTEPA DE DON LUIS,20,70,V,V,20,OAXACA,70,PINOTEPA DE DON LUIS,0,0,0,0,1,1,16.40368402,-97.9660698
"(20, 73)",0,2,0,0,0,0,OAXACA,PUTLA VILLA DE GUERRERO,20,73,V,V,20,OAXACA,73,PUTLA VILLA DE GUERRERO,0,0,0,0,0,2,16.99839156,-97.89361839
"(20, 77)",0,2,0,0,0,0,OAXACA,REYES ETLA,20,77,V,V,20,OAXACA,77,REYES ETLA,0,0,0,0,0,2,17.20994305,-96.81906747
"(20, 78)",0,1,0,0,0,0,OAXACA,ROJAS DE CUAUHTÉMOC,20,78,V,V,20,OAXACA,78,ROJAS DE CUAUHTÉMOC,0,0,0,0,0,1,17.0024116,-96.63615044
"(20, 79)",0,4,1,0,0,0,OAXACA,SALINA CRUZ,20,79,V,V,20,OAXACA,79,SALINA CRUZ,0,0,0,0,1,4,16.19339557,-95.21957324
"(20, 83)",0,3,0,0,0,0,OAXACA,SAN AGUSTÍN DE LAS JUNTAS,20,83,V,V,20,OAXACA,83,SAN AGUSTÍN DE LAS JUNTAS,0,0,0,0,0,3,16.99197267,-96.68559374
"(20, 84)",0,0,1,0,0,0,OAXACA,SAN AGUSTÍN ETLA,20,84,V,V,20,OAXACA,84,SAN AGUSTÍN ETLA,0,0,0,0,1,0,17.20126295,-96.71825939
"(20, 85)",0,1,0,0,0,0,OAXACA,SAN AGUSTÍN LOXICHA,20,85,V,V,20,OAXACA,85,SAN AGUSTÍN LOXICHA,0,0,0,0,0,1,15.97620211,-96.62081654
"(20, 87)",0,2,0,0,0,0,OAXACA,SAN AGUSTÍN YATARENI,20,87,V,V,20,OAXACA,87,SAN AGUSTÍN YATARENI,0,0,0,0,0,2,17.08069606,-96.67946029
"(20, 91)",1,2,0,0,0,1,OAXACA,SAN ANDRÉS HUAYÁPAM,20,91,V,V,20,OAXACA,91,SAN ANDRÉS HUAYÁPAM,1,0,0,1,0,2,17.12746668,-96.66729206
"(20, 92)",0,1,0,0,0,0,OAXACA,SAN ANDRÉS IXTLAHUACA,20,92,V,V,20,OAXACA,92,SAN ANDRÉS IXTLAHUACA,0,0,0,0,0,1,17.05877908,-96.86491357
"(20, 107)",4,10,1,0,0,4,OAXACA,SAN ANTONIO DE LA CAL,20,107,V,V,20,OAXACA,107,SAN ANTONIO DE LA CAL,4,0,0,4,1,10,17.02411278,-96.69181877
"(20, 115)",2,4,1,0,0,2,OAXACA,SAN BARTOLO COYOTEPEC,20,115,V,V,20,OAXACA,115,SAN BARTOLO COYOTEPEC,2,0,0,2,1,4,16.94114515,-96.69561388
"(20, 117)",0,1,0,0,0,0,OAXACA,SAN BARTOLOMÉ LOXICHA,20,117,V,V,20,OAXACA,117,SAN BARTOLOMÉ LOXICHA,0,0,0,0,0,1,15.94385286,-96.75481355
"(20, 124)",0,1,0,0,0,0,OAXACA,SAN BLAS ATEMPA,20,124,V,V,20,OAXACA,124,SAN BLAS ATEMPA,0,0,0,0,0,1,16.35791127,-95.14617538
"(20, 135)",0,2,0,0,0,0,OAXACA,SAN FELIPE TEJALÁPAM,20,135,V,V,20,OAXACA,135,SAN FELIPE TEJALÁPAM,0,0,0,0,0,2,17.09290662,-96.88523111
"(20, 143)",0,0,1,0,0,0,OAXACA,SAN FRANCISCO IXHUATÁN,20,143,V,V,20,OAXACA,143,SAN FRANCISCO IXHUATÁN,0,0,0,0,1,0,16.3527233,-94.51308488
"(20, 150)",0,3,0,0,0,0,OAXACA,SAN FRANCISCO TELIXTLAHUACA,20,150,V,V,20,OAXACA,150,SAN FRANCISCO TELIXTLAHUACA,0,0,0,0,0,3,17.37212501,-96.92812304
"(20, 157)",1,7,1,0,0,1,OAXACA,SAN JACINTO AMILPAS,20,157,V,V,20,OAXACA,157,SAN JACINTO AMILPAS,1,0,0,1,1,7,17.09536933,-96.75743142
"(20, 160)",0,1,0,0,0,0,OAXACA,SAN JERÓNIMO SILACAYOAPILLA,20,160,V,V,20,OAXACA,160,SAN JERÓNIMO SILACAYOAPILLA,0,0,0,0,0,1,17.80673104,-97.86887213
"(20, 166)",1,1,0,0,0,1,OAXACA,SAN JOSÉ CHILTEPEC,20,166,V,V,20,OAXACA,166,SAN JOSÉ CHILTEPEC,1,0,0,1,0,1,17.91470133,-96.12365648
"(20, 171)",1,0,0,1,0,0,OAXACA,SAN JOSÉ TENANGO,20,171,V,V,20,OAXACA,171,SAN JOSÉ TENANGO,1,1,0,0,0,0,18.16086293,-96.66804907
"(20, 174)",1,2,0,0,0,1,OAXACA,ÁNIMAS TRUJANO,20,174,V,V,20,OAXACA,174,ÁNIMAS TRUJANO,1,0,0,1,0,2,16.98731898,-96.71620335
"(20, 178)",0,2,0,0,0,0,OAXACA,SAN JUAN BAUTISTA GUELACHE,20,178,V,V,20,OAXACA,178,SAN JUAN BAUTISTA GUELACHE,0,0,0,0,0,2,17.23800157,-96.75914152
"(20, 184)",4,17,4,1,0,3,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,20,184,V,V,20,OAXACA,184,SAN JUAN BAUTISTA TUXTEPEC,4,1,0,3,4,17,18.02864721,-96.09258485
"(20, 188)",0,0,1,0,0,0,OAXACA,SAN JUAN COLORADO,20,188,V,V,20,OAXACA,188,SAN JUAN COLORADO,0,0,0,0,1,0,16.49516466,-97.91066752
"(20, 193)",0,1,0,0,0,0,OAXACA,SAN JUAN DEL ESTADO,20,193,V,V,20,OAXACA,193,SAN JUAN DEL ESTADO,0,0,0,0,0,1,17.32945394,-96.77924771
"(20, 217)",0,1,0,0,0,0,OAXACA,SAN JUAN TAMAZOLA,20,217,V,V,20,OAXACA,217,SAN JUAN TAMAZOLA,0,0,0,0,0,1,17.11642998,-97.17102451
"(20, 227)",0,4,0,0,0,0,OAXACA,SAN LORENZO CACAOTEPEC,20,227,V,V,20,OAXACA,227,SAN LORENZO CACAOTEPEC,0,0,0,0,0,4,17.12904674,-96.80356118
"(20, 232)",0,1,0,0,0,0,OAXACA,SAN LUCAS OJITLÁN,20,232,V,V,20,OAXACA,232,SAN LUCAS OJITLÁN,0,0,0,0,0,1,18.03426415,-96.36252338
"(20, 254)",1,0,0,0,0,1,OAXACA,SAN MATEO RÍO HONDO,20,254,V,V,20,OAXACA,254,SAN MATEO RÍO HONDO,1,0,0,1,0,0,16.12132237,-96.52522423
"(20, 268)",0,1,0,0,0,0,OAXACA,SAN MIGUEL EJUTLA,20,268,V,V,20,OAXACA,268,SAN MIGUEL EJUTLA,0,0,0,0,0,1,16.59619168,-96.73660567
"(20, 269)",1,0,0,0,0,1,OAXACA,SAN MIGUEL EL GRANDE,20,269,V,V,20,OAXACA,269,SAN MIGUEL EL GRANDE,1,0,0,1,0,0,17.07856692,-97.61587101
"(20, 277)",0,3,0,0,0,0,OAXACA,VILLA SOLA DE VEGA,20,277,V,V,20,OAXACA,277,VILLA SOLA DE VEGA,0,0,0,0,0,3,16.51337639,-97.0582225
"(20, 278)",1,0,0,0,0,1,OAXACA,SAN MIGUEL SOYALTEPEC,20,278,V,V,20,OAXACA,278,SAN MIGUEL SOYALTEPEC,1,0,0,1,0,0,18.25255084,-96.43907443
"(20, 283)",1,0,0,0,0,1,OAXACA,SAN MIGUEL TEQUIXTEPEC,20,283,V,V,20,OAXACA,283,SAN MIGUEL TEQUIXTEPEC,1,0,0,1,0,0,17.82419911,-97.31487504
"(20, 289)",1,0,0,0,0,1,OAXACA,SAN NICOLÁS,20,289,V,V,20,OAXACA,289,SAN NICOLÁS,1,0,0,1,0,0,16.43095856,-96.74465526
"(20, 292)",0,1,0,0,0,0,OAXACA,SAN PABLO CUATRO VENADOS,20,292,V,V,20,OAXACA,292,SAN PABLO CUATRO VENADOS,0,0,0,0,0,1,16.9481992,-96.93901042
"(20, 293)",0,5,0,0,0,0,OAXACA,SAN PABLO ETLA,20,293,V,V,20,OAXACA,293,SAN PABLO ETLA,0,0,0,0,0,5,17.16366217,-96.73374444
"(20, 294)",1,1,0,0,0,1,OAXACA,SAN PABLO HUITZO,20,294,V,V,20,OAXACA,294,SAN PABLO HUITZO,1,0,0,1,0,1,17.30975909,-96.87359143
"(20, 308)",0,1,0,0,0,0,OAXACA,SAN PEDRO HUILOTEPEC,20,308,V,V,20,OAXACA,308,SAN PEDRO HUILOTEPEC,0,0,0,0,0,1,16.24286092,-95.1475222
"(20, 310)",2,4,0,0,0,2,OAXACA,SAN PEDRO IXTLAHUACA,20,310,V,V,20,OAXACA,310,SAN PEDRO IXTLAHUACA,2,0,0,2,0,4,17.05269813,-96.82694996
"(20, 318)",2,7,0,0,0,2,OAXACA,SAN PEDRO MIXTEPEC,20,318,V,V,20,OAXACA,318,SAN PEDRO MIXTEPEC,2,0,0,2,0,7,15.9496551,-97.06957566
"(20, 324)",1,7,1,0,0,1,OAXACA,SAN PEDRO POCHUTLA,20,324,V,V,20,OAXACA,324,SAN PEDRO POCHUTLA,1,0,0,1,1,7,15.78924502,-96.41285877
"(20, 325)",0,1,0,0,0,0,OAXACA,SAN PEDRO QUIATONI,20,325,V,V,20,OAXACA,325,SAN PEDRO QUIATONI,0,0,0,0,0,1,16.76730106,-96.03445191
"(20, 333)",0,1,0,0,0,0,OAXACA,SAN PEDRO TOTOLÁPAM,20,333,V,V,20,OAXACA,333,SAN PEDRO TOTOLÁPAM,0,0,0,0,0,1,16.66285327,-96.22921798
"(20, 334)",0,3,0,0,0,0,OAXACA,VILLA DE TUTUTEPEC,20,334,V,V,20,OAXACA,334,VILLA DE TUTUTEPEC,0,0,0,0,0,3,16.07773636,-97.53749536
"(20, 337)",0,1,0,0,0,0,OAXACA,SAN PEDRO Y SAN PABLO AYUTLA,20,337,V,V,20,OAXACA,337,SAN PEDRO Y SAN PABLO AYUTLA,0,0,0,0,0,1,17.02175241,-96.13498471
"(20, 338)",0,5,0,0,0,0,OAXACA,VILLA DE ETLA,20,338,V,V,20,OAXACA,338,VILLA DE ETLA,0,0,0,0,0,5,17.195188,-96.79317994
"(20, 340)",2,1,0,0,0,2,OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,20,340,V,V,20,OAXACA,340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,2,0,0,2,0,1,18.08849501,-97.70629009
"(20, 342)",0,1,0,0,0,0,OAXACA,SAN RAYMUNDO JALPAN,20,342,V,V,20,OAXACA,342,SAN RAYMUNDO JALPAN,0,0,0,0,0,1,16.9820037,-96.75474531
"(20, 349)",1,0,0,0,0,1,OAXACA,SAN SEBASTIÁN TEITIPAC,20,349,V,V,20,OAXACA,349,SAN SEBASTIÁN TEITIPAC,1,0,0,1,0,0,16.95177422,-96.63342416
"(20, 350)",0,6,0,0,0,0,OAXACA,SAN SEBASTIÁN TUTLA,20,350,V,V,20,OAXACA,350,SAN SEBASTIÁN TUTLA,0,0,0,0,0,6,17.04530563,-96.67970734
"(20, 352)",0,0,1,0,0,0,OAXACA,SAN SIMÓN ZAHUATLÁN,20,352,V,V,20,OAXACA,352,SAN SIMÓN ZAHUATLÁN,0,0,0,0,1,0,17.83536775,-97.99814157
"(20, 359)",0,1,0,0,0,0,OAXACA,SANTA ANA YARENI,20,359,V,V,20,OAXACA,359,SANTA ANA YARENI,0,0,0,0,0,1,17.39622342,-96.62214592
"(20, 364)",0,1,0,0,0,0,OAXACA,SANTA CATARINA JUQUILA,20,364,V,V,20,OAXACA,364,SANTA CATARINA JUQUILA,0,0,0,0,0,1,16.17743474,-97.29616773
"(20, 369)",0,1,0,0,0,0,OAXACA,SANTA CATARINA QUIANÉ,20,369,V,V,20,OAXACA,369,SANTA CATARINA QUIANÉ,0,0,0,0,0,1,16.88335137,-96.73207722
"(20, 375)",0,1,0,0,0,0,OAXACA,SANTA CRUZ AMILPAS,20,375,V,V,20,OAXACA,375,SANTA CRUZ AMILPAS,0,0,0,0,0,1,17.04859415,-96.68509381
"(20, 385)",3,21,1,0,0,3,OAXACA,SANTA CRUZ XOXOCOTLÁN,20,385,V,V,20,OAXACA,385,SANTA CRUZ XOXOCOTLÁN,3,0,0,3,1,21,17.01902449,-96.74859628
"(20, 389)",0,1,0,0,0,0,OAXACA,SANTA INÉS YATZECHE,20,389,V,V,20,OAXACA,389,SANTA INÉS YATZECHE,0,0,0,0,0,1,16.80582111,-96.75894201
"(20, 390)",2,17,0,0,0,2,OAXACA,SANTA LUCÍA DEL CAMINO,20,390,V,V,20,OAXACA,390,SANTA LUCÍA DEL CAMINO,2,0,0,2,0,17,17.06497582,-96.6911114
"(20, 392)",0,1,0,0,0,0,OAXACA,SANTA LUCÍA MONTEVERDE,20,392,V,V,20,OAXACA,392,SANTA LUCÍA MONTEVERDE,0,0,0,0,0,1,16.94319965,-97.73214279
"(20, 397)",0,6,0,0,0,0,OAXACA,HEROICA CIUDAD DE TLAXIACO,20,397,V,V,20,OAXACA,397,HEROICA CIUDAD DE TLAXIACO,0,0,0,0,0,6,17.23140834,-97.69138982
"(20, 399)",4,9,0,1,0,3,OAXACA,SANTA MARÍA ATZOMPA,20,399,V,V,20,OAXACA,399,SANTA MARÍA ATZOMPA,4,1,0,3,0,9,17.08820531,-96.78644673
"(20, 409)",1,6,0,0,0,1,OAXACA,SANTA MARÍA DEL TULE,20,409,V,V,20,OAXACA,409,SANTA MARÍA DEL TULE,1,0,0,1,0,6,17.02924187,-96.63429728
"(20, 413)",5,21,0,1,0,4,OAXACA,SANTA MARÍA HUATULCO,20,413,V,V,20,OAXACA,413,SANTA MARÍA HUATULCO,5,1,0,4,0,21,15.7962678,-96.22324954
"(20, 414)",0,1,0,0,0,0,OAXACA,SANTA MARÍA HUAZOLOTITLÁN,20,414,V,V,20,OAXACA,414,SANTA MARÍA HUAZOLOTITLÁN,0,0,0,0,0,1,16.20879731,-97.92637058
"(20, 418)",0,2,0,0,0,0,OAXACA,SANTA MARÍA JALAPA DEL MARQUÉS,20,418,V,V,20,OAXACA,418,SANTA MARÍA JALAPA DEL MARQUÉS,0,0,0,0,0,2,16.51585115,-95.47423999
"(20, 434)",0,1,0,0,0,0,OAXACA,SANTA MARÍA TEOPOXCO,20,434,V,V,20,OAXACA,434,SANTA MARÍA TEOPOXCO,0,0,0,0,0,1,18.17420661,-96.97158944
