,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(30, 26)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,30,26,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,26,BANDERILLA,0,0,0,0,0,4,19.58678722,-96.94294011
"(30, 28)",29,89,15,1,0,28,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,30,28,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,BOCA DEL RÍO,29,1,0,28,15,89,19.117414,-96.12100488
"(30, 30)",0,3,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CAMERINO Z. MENDOZA,30,30,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,30,CAMERINO Z. MENDOZA,0,0,0,0,1,3,18.79043123,-97.16339622
"(30, 31)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CARRILLO PUERTO,30,31,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,31,CARRILLO PUERTO,0,0,0,0,0,1,18.81663063,-96.58192448
"(30, 32)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CATEMACO,30,32,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,32,CATEMACO,0,0,0,0,0,3,18.43478456,-95.02575201
"(30, 34)",1,2,2,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,CERRO AZUL,30,34,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,34,CERRO AZUL,1,0,0,1,2,2,21.18737716,-97.76923363
"(30, 38)",1,3,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,30,38,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,38,COATEPEC,1,0,0,1,0,3,19.44756206,-96.93056013
"(30, 39)",20,74,19,3,0,17,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,30,39,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,COATZACOALCOS,20,3,0,17,19,74,18.13256537,-94.39737484
"(30, 40)",0,6,2,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,30,40,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,40,COATZINTLA,0,0,0,0,2,6,20.42746992,-97.5374061
"(30, 42)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,COLIPA,30,42,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,42,COLIPA,0,0,0,0,0,1,19.93352497,-96.70517953
"(30, 44)",4,82,10,0,0,4,VERACRUZ DE IGNACIO DE LA LLAVE,CÓRDOBA,30,44,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,44,CÓRDOBA,4,0,0,4,10,82,18.93238436,-96.93845802
"(30, 45)",1,10,3,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,30,45,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,45,COSAMALOAPAN DE CARPIO,1,0,0,1,3,10,18.30193532,-95.9727628
"(30, 47)",1,2,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,COSCOMATEPEC,30,47,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,47,COSCOMATEPEC,1,0,0,1,1,2,19.05333164,-97.08946182
"(30, 48)",2,10,2,0,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,COSOLEACAQUE,30,48,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,48,COSOLEACAQUE,2,0,0,2,2,10,18.01628879,-94.56805938
"(30, 49)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,COTAXTLA,30,49,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,49,COTAXTLA,0,0,0,0,0,3,18.86271101,-96.3661887
"(30, 52)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CUICHAPA,30,52,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,52,CUICHAPA,0,0,0,0,0,1,18.76755941,-96.82091692
"(30, 53)",0,7,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CUITLÁHUAC,30,53,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,53,CUITLÁHUAC,0,0,0,0,0,7,18.77631063,-96.65953047
"(30, 54)",1,1,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,CHACALTIANGUIS,30,54,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,54,CHACALTIANGUIS,1,0,0,1,0,1,18.21345231,-95.80713986
"(30, 58)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CHICONTEPEC,30,58,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,58,CHICONTEPEC,0,0,0,0,0,1,21.00331791,-98.04062241
"(30, 59)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CHINAMECA,30,59,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,59,CHINAMECA,0,0,0,0,0,1,18.05983715,-94.70117956
"(30, 60)",1,0,1,1,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CHINAMPA DE GOROSTIZA,30,60,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,60,CHINAMPA DE GOROSTIZA,1,1,0,0,1,0,21.37645813,-97.66898369
"(30, 61)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,LAS CHOAPAS,30,61,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,61,LAS CHOAPAS,0,0,0,0,0,4,17.53614688,-93.95731376
"(30, 65)",4,7,0,1,0,3,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,30,65,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,65,EMILIANO ZAPATA,4,1,0,3,0,7,19.44003132,-96.73145596
"(30, 68)",1,25,6,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,FORTÍN,30,68,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,68,FORTÍN,1,0,0,1,6,25,18.90217613,-96.99007612
"(30, 69)",0,2,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA,30,69,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,69,GUTIÉRREZ ZAMORA,0,0,0,0,1,2,20.44638583,-97.10959001
"(30, 70)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,HIDALGOTITLÁN,30,70,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,70,HIDALGOTITLÁN,0,0,0,0,0,1,17.55386512,-94.6212813
"(30, 73)",0,2,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,30,73,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,73,HUEYAPAN DE OCAMPO,0,0,0,0,1,2,18.19713408,-95.15481615
"(30, 77)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ISLA,30,77,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,77,ISLA,0,0,0,0,0,1,18.08227801,-95.55838491
"(30, 80)",1,2,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL CAFÉ,30,80,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,80,IXHUATLÁN DEL CAFÉ,1,0,0,1,0,2,19.03741103,-96.93083715
"(30, 81)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLANCILLO,30,81,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,81,IXHUATLANCILLO,0,0,0,0,0,2,18.88988869,-97.16658742
"(30, 82)",1,1,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL SURESTE,30,82,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,82,IXHUATLÁN DEL SURESTE,1,0,0,1,0,1,17.98609274,-94.39512738
"(30, 83)",1,1,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DE MADERO,30,83,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,83,IXHUATLÁN DE MADERO,1,0,0,1,0,1,20.72312939,-98.00998732
"(30, 84)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,IXMATLAHUACAN,30,84,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,84,IXMATLAHUACAN,0,0,0,0,0,2,18.47391878,-95.88691203
"(30, 85)",2,7,1,0,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,30,85,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,85,IXTACZOQUITLÁN,2,0,0,2,1,7,18.85058363,-97.02901608
"(30, 87)",7,89,17,0,0,7,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,30,87,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,87,XALAPA,7,0,0,7,17,89,19.54387587,-96.88834267
"(30, 88)",0,0,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,JALCOMULCO,30,88,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,88,JALCOMULCO,0,0,0,0,1,0,19.33953798,-96.75580237
"(30, 89)",0,3,3,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,JÁLTIPAN,30,89,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,89,JÁLTIPAN,0,0,0,0,3,3,17.87047338,-94.71508074
"(30, 91)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,JESÚS CARRANZA,30,91,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,91,JESÚS CARRANZA,0,0,0,0,0,1,17.41853648,-94.90444333
"(30, 92)",0,3,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,XICO,30,92,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,92,XICO,0,0,0,0,1,3,19.44782718,-97.05834349
"(30, 95)",0,0,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,JUCHIQUE DE FERRER,30,95,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,95,JUCHIQUE DE FERRER,0,0,0,0,1,0,19.81895473,-96.66163816
"(30, 97)",0,12,3,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA,30,97,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,97,LERDO DE TEJADA,0,0,0,0,3,12,18.65659586,-95.50058503
"(30, 100)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,MANLIO FABIO ALTAMIRANO,30,100,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,100,MANLIO FABIO ALTAMIRANO,0,0,0,0,0,2,19.10488957,-96.33945324
"(30, 101)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,MARIANO ESCOBEDO,30,101,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,101,MARIANO ESCOBEDO,0,0,0,0,0,2,18.93297635,-97.18385454
"(30, 102)",3,14,5,2,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,30,102,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,102,MARTÍNEZ DE LA TORRE,3,2,0,1,5,14,20.13360488,-97.05104113
"(30, 105)",2,30,4,0,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,30,105,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,105,MEDELLÍN DE BRAVO,2,0,0,2,4,30,18.9883257,-96.16191781
"(30, 106)",1,0,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,MIAHUATLÁN,30,106,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,106,MIAHUATLÁN,1,0,0,1,0,0,19.72403834,-96.88144636
"(30, 108)",4,42,4,0,0,4,VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,30,108,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,108,MINATITLÁN,4,0,0,4,4,42,17.7115912,-94.38875272
"(30, 109)",0,0,2,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,MISANTLA,30,109,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,109,MISANTLA,0,0,0,0,2,0,19.96265711,-96.88544856
"(30, 111)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,MOLOACÁN,30,111,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,111,MOLOACÁN,0,0,0,0,0,2,17.98269346,-94.28574265
"(30, 112)",0,0,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,NAOLINCO,30,112,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,112,NAOLINCO,0,0,0,0,1,0,19.63328683,-96.84099367
"(30, 114)",0,0,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,30,114,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,114,NAUTLA,0,0,0,0,1,0,20.10704414,-96.79325022
"(30, 115)",1,2,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES,30,115,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,115,NOGALES,1,0,0,1,1,2,18.82536674,-97.19899875
"(30, 116)",0,0,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,OLUTA,30,116,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,116,OLUTA,0,0,0,0,1,0,17.90322317,-94.89165245
"(30, 118)",1,54,6,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,30,118,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,ORIZABA,1,0,0,1,6,54,18.85586296,-97.10480792
"(30, 121)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,OZULUAMA DE MASCAREÑAS,30,121,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,121,OZULUAMA DE MASCAREÑAS,0,0,0,0,0,1,21.72142319,-97.84763806
"(30, 123)",1,10,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,30,123,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,123,PÁNUCO,1,0,0,1,0,10,22.11440156,-98.25637113
"(30, 124)",0,9,2,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,30,124,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,124,PAPANTLA,0,0,0,0,2,9,20.41107182,-97.2863381
"(30, 125)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PASO DEL MACHO,30,125,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,125,PASO DEL MACHO,0,0,0,0,0,4,18.94271494,-96.66301964
"(30, 126)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PASO DE OVEJAS,30,126,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,126,PASO DE OVEJAS,0,0,0,0,0,3,19.24638752,-96.45003862
"(30, 128)",1,1,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,30,128,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,128,PEROTE,1,0,0,1,0,1,19.52847579,-97.27889292
"(30, 129)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PLATÓN SÁNCHEZ,30,129,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,129,PLATÓN SÁNCHEZ,0,0,0,0,0,1,21.29481074,-98.37573843
"(30, 130)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PLAYA VICENTE,30,130,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,130,PLAYA VICENTE,0,0,0,0,0,1,17.76705515,-95.64518496
"(30, 131)",20,33,11,3,0,17,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,30,131,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,131,POZA RICA DE HIDALGO,20,3,0,17,11,33,20.53005479,-97.4384718
"(30, 132)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,LAS VIGAS DE RAMÍREZ,30,132,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,132,LAS VIGAS DE RAMÍREZ,0,0,0,0,0,4,19.62229088,-97.09478013
"(30, 133)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PUEBLO VIEJO,30,133,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,133,PUEBLO VIEJO,0,0,0,0,0,4,22.15808228,-97.92479658
"(30, 134)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,30,134,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,134,PUENTE NACIONAL,0,0,0,0,0,3,19.30136407,-96.56563772
"(30, 135)",1,1,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO,30,135,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,135,RAFAEL DELGADO,1,0,0,1,1,1,18.8029328,-97.09559875
"(30, 138)",1,9,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,30,138,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,138,RÍO BLANCO,1,0,0,1,1,9,18.84449896,-97.1509203
"(30, 140)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TENEJAPAN,30,140,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,140,SAN ANDRÉS TENEJAPAN,0,0,0,0,0,1,18.77226137,-97.09302114
"(30, 141)",2,9,1,0,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,30,141,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,141,SAN ANDRÉS TUXTLA,2,0,0,2,1,9,18.4673495,-95.22219363
"(30, 142)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,SAN JUAN EVANGELISTA,30,142,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,142,SAN JUAN EVANGELISTA,0,0,0,0,0,1,17.7660741,-95.16202556
"(30, 143)",2,0,2,0,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA,30,143,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,143,SANTIAGO TUXTLA,2,0,0,2,2,0,18.39936923,-95.39981957
"(30, 145)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,SOCONUSCO,30,145,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,145,SOCONUSCO,0,0,0,0,0,1,18.00249532,-94.83464419
"(30, 148)",0,2,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,SOLEDAD DE DOBLADO,30,148,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,148,SOLEDAD DE DOBLADO,0,0,0,0,1,2,19.04895436,-96.45318293
"(30, 152)",0,2,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TAMPICO ALTO,30,152,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,152,TAMPICO ALTO,0,0,0,0,0,2,21.93645456,-97.77860208
"(30, 155)",1,2,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,30,155,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,155,TANTOYUCA,1,0,0,1,0,2,21.38913929,-98.171245
"(30, 156)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TATATILA,30,156,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,156,TATATILA,0,0,0,0,0,1,19.71157673,-97.08418324
"(30, 158)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,30,158,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,158,TECOLUTLA,0,0,0,0,0,1,20.38565701,-97.02531387
"(30, 160)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ÁLAMO TEMAPACHE,30,160,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,160,ÁLAMO TEMAPACHE,0,0,0,0,0,3,20.97124253,-97.71020629
"(30, 161)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TEMPOAL,30,161,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,161,TEMPOAL,0,0,0,0,0,1,21.56891308,-98.3815904
"(30, 164)",0,1,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,30,164,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,164,TEOCELO,0,0,0,0,1,1,19.37380489,-96.9415698
"(30, 169)",3,2,0,0,0,3,VERACRUZ DE IGNACIO DE LA LLAVE,JOSÉ AZUETA,30,169,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,169,JOSÉ AZUETA,3,0,0,3,0,2,18.11422692,-95.70205992
"(30, 172)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TEXISTEPEC,30,172,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,172,TEXISTEPEC,0,0,0,0,0,1,17.78557004,-94.79705663
"(30, 173)",0,9,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TEZONAPA,30,173,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,173,TEZONAPA,0,0,0,0,0,9,18.57981973,-96.77612732
"(30, 174)",1,6,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,30,174,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,174,TIERRA BLANCA,1,0,0,1,1,6,18.54990371,-96.28649784
"(30, 175)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,30,175,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,175,TIHUATLÁN,0,0,0,0,0,1,20.66046889,-97.53019323
"(30, 176)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOJALPAN,30,176,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,176,TLACOJALPAN,0,0,0,0,0,1,18.19606287,-95.94648732
"(30, 178)",3,3,0,1,0,2,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,30,178,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,178,TLACOTALPAN,3,1,0,2,0,3,18.5337714,-95.62299837
"(30, 182)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,30,182,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,182,TLALNELHUAYOCAN,0,0,0,0,0,1,19.54111527,-96.98303605
"(30, 183)",0,4,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,30,183,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,183,TLAPACOYAN,0,0,0,0,0,4,20.02359202,-97.17442066
"(30, 186)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TOMATLÁN,30,186,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,186,TOMATLÁN,0,0,0,0,0,1,19.0218572,-96.99684712
"(30, 188)",1,0,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,TOTUTLA,30,188,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,188,TOTUTLA,1,0,0,1,0,0,19.22619808,-96.89706285
"(30, 189)",1,24,1,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,30,189,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,189,TUXPAN,1,0,0,1,1,24,20.93490001,-97.41181075
"(30, 191)",1,9,2,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,URSULO GALVÁN,30,191,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,191,URSULO GALVÁN,1,0,0,1,2,9,19.43762684,-96.38777489
"(30, 193)",69,327,81,4,0,65,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,30,193,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ,69,4,0,65,81,327,19.18583844,-96.22167205
"(30, 194)",0,1,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,VILLA ALDAMA,30,194,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,194,VILLA ALDAMA,0,0,0,0,0,1,19.65195207,-97.20293359
"(30, 196)",0,3,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,YANGA,30,196,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,196,YANGA,0,0,0,0,1,3,18.82648138,-96.79963984
"(30, 201)",0,3,0,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,ZONGOLICA,30,201,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,201,ZONGOLICA,0,0,0,0,0,3,18.649295,-96.92549112
"(30, 204)",1,3,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,AGUA DULCE,30,204,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,204,AGUA DULCE,1,0,0,1,0,3,18.08490253,-94.16076561
"(30, 206)",0,5,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,30,206,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,206,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,0,0,0,0,1,5,18.06277494,-94.39136103
"(30, 207)",1,3,0,0,0,1,VERACRUZ DE IGNACIO DE LA LLAVE,TRES VALLES,30,207,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,207,TRES VALLES,1,0,0,1,0,3,18.30280128,-96.16849339
"(30, 208)",0,1,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,CARLOS A. CARRILLO,30,208,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,208,CARLOS A. CARRILLO,0,0,0,0,1,1,18.32705456,-95.7189541
"(30, 211)",0,3,1,0,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,30,211,V,V,30,VERACRUZ DE IGNACIO DE LA LLAVE,211,SAN RAFAEL,0,0,0,0,1,3,20.2173022,-96.9152171
"(31, 2)",0,1,0,0,0,0,YUCATÁN,ACANCEH,31,2,V,V,31,YUCATÁN,2,ACANCEH,0,0,0,0,0,1,20.82450792,-89.44744863
"(31, 4)",0,1,0,0,0,0,YUCATÁN,BACA,31,4,V,V,31,YUCATÁN,4,BACA,0,0,0,0,0,1,21.13447678,-89.3994097
"(31, 7)",0,1,1,0,0,0,YUCATÁN,CACALCHÉN,31,7,V,V,31,YUCATÁN,7,CACALCHÉN,0,0,0,0,1,1,20.9802637,-89.25128865
"(31, 8)",1,0,0,0,0,1,YUCATÁN,CALOTMUL,31,8,V,V,31,YUCATÁN,8,CALOTMUL,1,0,0,1,0,0,21.01413335,-88.12445287
"(31, 12)",0,0,1,0,0,0,YUCATÁN,CENOTILLO,31,12,V,V,31,YUCATÁN,12,CENOTILLO,0,0,0,0,1,0,21.03075786,-88.58078021
"(31, 13)",2,5,0,0,0,2,YUCATÁN,CONKAL,31,13,V,V,31,YUCATÁN,13,CONKAL,2,0,0,2,0,5,21.08211811,-89.51377036
